PCD,LAT,LNG
"TN3 9","51.10828985169491525423728813559322","0.2163373177966101694915254237288136"
"TN30 6","51.07648959174311926605504587155963","0.6878116926605504587155963302752294"
"TN30 7","51.04166654966887417218543046357616","0.7099726092715231788079470198675497"
"TN30 9","51.0708745","0.690088"
"TN31 6","50.97422067657992565055762081784387","0.6265184126394052044609665427509294"
"TN31 7","50.95173971764705882352941176470588","0.7464918666666666666666666666666667"
"TN31 9","50.95173036363636363636363636363636","0.7313729090909090909090909090909091"
"TN32 5","50.97893554008438818565400843881857","0.4917429198312236286919831223628692"
"TN33 0","50.92104395683453237410071942446043","0.5028608848920863309352517985611511"
"TN33 3","50.915704","0.485164"
"TN33 9","50.89537592571428571428571428571429","0.4322028342857142857142857142857143"
"TN34 1","50.85787787700534759358288770053476","0.5768519518716577540106951871657754"
